name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Walk,Pantera,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120,4
The Trooper - 2015 Remaster,Iron Maiden,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,4
Paranoid,Black Sabbath,0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,4
Master Of Puppets,Metallica,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,515387,4
Chop Suey!,System Of A Down,0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,210240,4
Hail to the King,Avenged Sevenfold,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907,4
Under and Over It,Five Finger Death Punch,0.468,0.996,11,-3.027,0,0.179,1.41e-05,0.0,0.26,0.094,75.978,218133,4
Du hast,Rammstein,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,4
Raining Blood,Slayer,0.227,0.995,10,-4.361,0,0.173,0.000405,0.393,0.127,0.0363,87.499,255187,4
The Beautiful People,Marilyn Manson,0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,218827,4
Freak On a Leash,Korn,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,255733,4
Dragula,Rob Zombie,0.591,0.963,0,-6.489,0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,222827,4
Enter Sandman,Metallica,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267,4
Ace of Spades,Motörhead,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,166920,4
Symphony Of Destruction,Megadeth,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733,4
A Warrior's Call,Volbeat,0.374,0.903,10,-4.49,1,0.0825,0.00075,5.85e-06,0.244,0.429,109.118,263080,3
Down with the Sickness,Disturbed,0.649,0.896,10,-2.704,0,0.056,0.000319,1.19e-05,0.102,0.924,90.009,278707,4
Wait and Bleed,Slipknot,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,147840,4
Stinkfist,TOOL,0.286,0.728,0,-6.608,1,0.0616,0.000174,0.836,0.133,0.467,171.441,312120,4
Your Betrayal,Bullet For My Valentine,0.569,0.883,2,-4.41,0,0.0748,8.07e-05,7.74e-05,0.0883,0.373,134.001,291427,4
Laid to Rest,Lamb of God,0.359,0.959,1,-3.685,1,0.104,0.000216,0.00343,0.435,0.158,103.038,230227,3
Die MF Die,Dope,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,186067,4
Sugar,System Of A Down,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,153800,4
Cowboys from Hell,Pantera,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533,4
Shadow Moses,Bring Me The Horizon,0.456,0.985,6,-2.949,1,0.207,0.000235,0.00368,0.103,0.183,143.006,243320,4
South Of Heaven,Slayer,0.31,0.991,5,-3.769,0,0.316,0.000132,0.085,0.0969,0.0395,140.071,298533,4
My Own Summer (Shove It),Deftones,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760,4
Painkiller,Judas Priest,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,365827,4
Break Stuff,Limp Bizkit,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,166707,4
Looking Down the Barrel of Today,Hatebreed,0.487,0.987,1,-4.71,1,0.0812,0.000651,0.0506,0.284,0.499,180.065,161627,4
Blood and Thunder,Mastodon,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,228587,4
Roots Bloody Roots,Sepultura,0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,212253,4
You Can't Bring Me Down,Suicidal Tendencies,0.272,0.958,0,-10.797,1,0.381,0.00195,4.63e-05,0.0915,0.0382,136.867,348093,4
Dig,Mudvayne,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,162293,4
Thunder Kiss '65,White Zombie,0.684,0.859,9,-9.772,1,0.0401,0.000587,0.00285,0.467,0.517,112.663,234200,4
My Curse,Killswitch Engage,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,244773,3
Are You Dead Yet?,Children Of Bodom,0.461,0.961,8,-3.011,1,0.0479,6.39e-06,0.14,0.308,0.416,96.009,234880,4
Only for the Weak,In Flames,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,295227,4
Davidian,Machine Head,0.278,0.937,7,-6.952,1,0.168,0.000535,0.118,0.227,0.29,154.244,296627,3
Madhouse,Anthrax,0.329,0.885,9,-10.661,1,0.0904,0.0242,0.00433,0.735,0.481,163.538,259760,4
"Snap Your Fingers, Snap Your Neck",Prong,0.668,0.788,5,-6.752,1,0.0424,7.48e-05,0.108,0.0792,0.692,137.38,251533,4
Replica,Fear Factory,0.574,0.943,11,-5.238,1,0.0769,3.69e-05,0.0317,0.366,0.72,112.009,237360,4
War Eternal,Arch Enemy,0.445,0.98,5,-4.369,0,0.0731,2.45e-05,0.163,0.129,0.285,155.045,256053,4
Dying in Your Arms,Trivium,0.449,0.934,9,-3.623,0,0.0535,2.7e-05,0.000113,0.0734,0.698,159.953,173000,4
Biggest & The Best - Remastered version,Clawfinger,0.551,0.918,1,-5.205,1,0.0642,0.015,0.000622,0.093,0.6,170.399,231720,4
I Wanna Rock,Twisted Sister,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,179760,4
Stone the Crow,DOWN,0.444,0.911,11,-6.117,0,0.0398,0.0139,0.00955,0.0868,0.556,106.437,282507,4
Twilight Of The Thunder God,Amon Amarth,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,248747,4
Stand My Ground,Within Temptation,0.251,0.866,5,-4.072,0,0.0503,0.0494,0.000873,0.116,0.129,87.714,267987,4
Carrion,Parkway Drive,0.228,0.969,6,-4.07,0,0.1,0.000275,0.0,0.0982,0.428,155.212,187960,4
L'enfant sauvage,Gojira,0.143,0.995,8,-5.698,1,0.185,0.000146,0.438,0.364,0.079,87.803,257733,3
Ritual,Ghost,0.67,0.864,0,-5.2,0,0.0526,0.0901,2.58e-05,0.119,0.732,132.01,268747,4
My Girlfriend's Girlfriend,Type O Negative,0.539,0.762,4,-6.908,0,0.0339,0.158,0.908,0.0648,0.661,114.08,228827,4
Heaven's a Lie,Lacuna Coil,0.426,0.881,4,-3.458,0,0.0403,0.0011,0.00279,0.124,0.384,140.004,286533,4
Sensorium,Epica,0.562,0.982,9,-4.119,0,0.051,0.000404,0.0144,0.203,0.477,131.969,289307,4
Halo,Soil,0.525,0.914,3,-4.183,1,0.0705,2.64e-05,0.00127,0.0573,0.461,111.145,195307,4
Push It,Static-X,0.557,0.978,0,-3.965,1,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,154907,4
Nemo,Nightwish,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058,279373,4
Panic Attack,Dream Theater,0.494,0.96,1,-5.478,1,0.126,3.93e-05,0.00519,0.113,0.127,125.969,493027,4
"Rigoletto / Act 3: ""La donna è mobile""",Luciano Pavarotti,0.366,0.174,6,-14.047,1,0.0384,0.963,1.11e-05,0.085,0.389,67.893,146000,3
"La Traviata / Act 1: ""Libiamo ne'lieti calici""",Giuseppe Verdi,0.424,0.214,10,-17.688,1,0.0763,0.962,2.9e-05,0.681,0.282,113.211,175507,4
"Turandot / Act 3: ""Nessun dorma!""",Giacomo Puccini,0.211,0.297,2,-12.519,1,0.0399,0.961,0.00366,0.349,0.0793,78.778,180933,3
"La fille du régiment / Act 1: ""Ah! mes amis, quel jour de fête!""",Gaetano Donizetti,0.46,0.308,3,-14.879,1,0.0976,0.977,0.00134,0.185,0.472,81.618,103654,4
"Gianni Schicchi: ""O mio babbino caro""",Giacomo Puccini,0.255,0.194,8,-18.924,1,0.044,0.979,0.375,0.678,0.0799,128.548,169253,3
"Le nozze di Figaro, K. 492 / Act 3: ""Sull’aria ... Che soave zeffiretto""",Wolfgang Amadeus Mozart,0.245,0.0497,10,-24.792,1,0.0523,0.985,8.01e-06,0.395,0.104,103.021,211040,3
Amazing Grace (Arr. William Ross),John Newton,0.156,0.146,0,-14.813,1,0.0344,0.924,0.00284,0.14,0.117,75.481,262458,4
"Rigoletto / Act 1: ""Questa o quella""",Luciano Pavarotti,0.488,0.392,1,-14.517,1,0.0658,0.963,0.0,0.361,0.775,88.771,97667,4
"Die Zauberflöte, K.620 / Act 2: ""Der Hölle Rache kocht in meinem Herzen""",Wolfgang Amadeus Mozart,0.549,0.108,5,-17.948,1,0.135,0.971,0.0195,0.114,0.265,71.029,174120,4
"Tannhäuser, WWV 70 / Act 2: ""Dich, teure Halle, grüß ich wieder""",Richard Wagner,0.237,0.233,4,-13.073,0,0.0488,0.983,0.000296,0.0856,0.0395,168.872,221187,4
"Il Trovatore / Act 3: ""Di quella pira""",Giuseppe Verdi,0.36,0.366,0,-11.636,1,0.0683,0.975,0.00229,0.375,0.386,80.491,203613,4
"Manon Lescaut / Act 2: ""In quelle trine morbide""",Giacomo Puccini,0.181,0.114,10,-17.469,0,0.0501,0.987,0.0779,0.1,0.0383,168.13,167787,4
West Side Story: Somewhere,Leonard Bernstein,0.155,0.163,5,-16.096,1,0.0479,0.964,0.0166,0.0769,0.0383,173.941,173373,3
"Don Giovanni, ossia Il dissoluto punito, K.527 / Act 1: ""Là ci darem la mano""",Wolfgang Amadeus Mozart,0.238,0.0622,9,-22.349,1,0.0498,0.985,0.0159,0.73,0.289,85.183,195187,5
"Il Trovatore / Act 2: ""Vedi! le fosche notturne spoglie"" (Anvil Chorus)",Giuseppe Verdi,0.44,0.347,7,-13.472,1,0.0406,0.883,0.0173,0.506,0.522,130.341,170427,4
'O sole mio (Arr. Chiaramello),Luciano Pavarotti,0.265,0.27,9,-13.995,1,0.0371,0.948,0.126,0.148,0.278,73.309,201427,3
"Non ti scordar di me (Arr. for Soprano, Tenor and Orchestra by Giancarlo Chiaramello)",Ernesto de Curtis,0.177,0.192,9,-14.022,1,0.039,0.965,0.000645,0.376,0.0713,80.723,219288,4
"La Cenerentola / Act 2: ""Non più mesta""",Gioachino Rossini,0.45,0.261,4,-16.633,1,0.0797,0.98,0.000965,0.0694,0.296,136.941,189196,4
"L'elisir d'amore / Act 2: ""Una furtiva lagrima""",Luciano Pavarotti,0.169,0.0922,10,-17.977,1,0.0454,0.984,0.000229,0.111,0.0707,77.71,287453,4
"Tosca / Act 3: ""E lucevan le stelle""",Giacomo Puccini,0.168,0.145,11,-13.609,0,0.0464,0.983,0.77,0.0719,0.0335,86.544,203373,4
"Adriana Lecouvreur / Act 1: ""Ecco: respiro appena ... Io son l'umile ancella""",Francesco Cilea,0.21,0.12,8,-18.615,1,0.0475,0.98,0.0104,0.107,0.0359,82.046,222893,4
"Don Pasquale / Act 3: ""Com'è gentil...tornami a dir""",Gaetano Donizetti,0.287,0.0719,9,-22.568,1,0.0534,0.956,0.0,0.0335,0.282,168.831,233000,3
Péchés de vieillesse / Vol. III: Tirana pour deux voix (Les amants de Séville),Gioachino Rossini,0.426,0.233,0,-17.419,1,0.0641,0.985,0.00126,0.0965,0.287,117.013,268880,3
"Dido and Aeneas, Z.626 / Act 3: ""Thy hand, Belinda...When I am laid in earth""",Henry Purcell,0.255,0.096,7,-19.483,0,0.0501,0.979,0.00249,0.164,0.0343,131.026,323000,3
"Bizet: Carmen, Act 1: ""L'amour est un oiseau rebelle"" (Carmen, Chorus) [Habanera]",Georges Bizet,0.373,0.116,2,-16.082,1,0.059,0.984,0.0,0.122,0.206,129.793,269227,4
"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",Ruggero Leoncavallo,0.198,0.365,4,-12.671,0,0.0417,0.959,0.509,0.098,0.0751,80.938,221880,3
"Rinaldo, HWV 7a / Act 2: ""Lascia ch'io pianga""",George Frideric Handel,0.198,0.0664,4,-24.115,1,0.0698,0.981,0.00476,0.129,0.0398,175.541,285333,3
"Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre""",Charles Gounod,0.346,0.155,0,-21.254,1,0.128,0.961,0.0235,0.114,0.139,78.932,223613,4
"Carmen / Act 2: Toreador Song: ""Votre toast, je peux vous le rendre"" (from Carmen / Act 2)",Georges Bizet,0.468,0.358,10,-12.535,0,0.0783,0.959,0.228,0.154,0.585,112.47,229013,4
"Nabucco / Act 3: Va, pensiero, sull'ali dorate",Giuseppe Verdi,0.0666,0.0211,1,-24.057,1,0.0398,0.984,0.685,0.0999,0.132,73.377,234227,4
"Le nozze di Figaro, K.492: Overture",Wolfgang Amadeus Mozart,0.304,0.122,2,-19.912,1,0.0402,0.924,0.922,0.16,0.245,139.722,260156,4
"Die Zauberflöte, K.620 / Erster Aufzug: ""Dies Bildnis ist bezaubernd schön""",Wolfgang Amadeus Mozart,0.144,0.128,3,-19.474,1,0.0489,0.97,0.000548,0.199,0.0572,175.296,275250,3
"Werther: ""Pourquoi me réveiller, ô souffle du printemps?""",Jules Massenet,0.131,0.143,6,-15.564,0,0.0436,0.963,0.139,0.197,0.0787,78.767,197013,3
"Giordano: Andrea Chénier, Act 3: ""La mamma morta"" (Maddalena)",Umberto Giordano,0.218,0.134,2,-13.005,1,0.0439,0.969,0.000223,0.0884,0.0388,90.038,295627,4
"Aida / Act 1: ""Celeste Aida""",Giuseppe Verdi,0.229,0.137,10,-16.637,1,0.045,0.945,0.0,0.125,0.139,78.241,244920,5
"La Bohème / Act 1: ""Sì. Mi chiamano Mimì""",Giacomo Puccini,0.329,0.168,2,-13.707,1,0.045,0.991,0.0126,0.237,0.0396,90.165,278693,4
"Vier letzte Lieder, TrV 296: 2. September",Richard Strauss,0.134,0.0861,2,-22.517,1,0.0441,0.988,0.204,0.0761,0.0355,153.035,326200,4
"La Bohème / Act 1: ""O soave fanciulla""",Giacomo Puccini,0.164,0.185,7,-16.785,1,0.0448,0.97,0.0473,0.107,0.0521,81.809,252453,3
"Le nozze di Figaro, K.492 / Act 3: ""Dove sono i bei momenti""",Wolfgang Amadeus Mozart,0.332,0.07,0,-21.698,1,0.0553,0.984,0.0024,0.0917,0.0936,90.611,288920,3
"La Bohème / Act 1: ""Che gelida manina""",Giacomo Puccini,0.154,0.261,8,-12.26,1,0.0455,0.989,0.191,0.108,0.0624,77.294,306907,3
"Tosca / Act 2: ""Vissi d'arte, vissi d'amore""",Giacomo Puccini,0.24,0.116,5,-16.92,0,0.0462,0.975,4.93e-05,0.622,0.0368,90.988,273733,3
"Lakmé / Act 1: ""Viens, Mallika, ... Dôme épais"" (Flower Duet)",Léo Delibes,0.23,0.0596,11,-22.228,1,0.0434,0.976,3.54e-05,0.413,0.0627,83.771,363493,3
"La Bohème / Act 2: ""Quando m'en vo"" - Live",Giacomo Puccini,0.252,0.191,9,-17.176,1,0.0675,0.969,0.000514,0.316,0.243,170.927,280933,3
"La Bohème / Act 1: ""Sì. Mi chiamano Mimì"" - Live",Giacomo Puccini,0.191,0.0766,2,-22.998,1,0.0548,0.972,7.87e-05,0.138,0.0358,84.64,318653,1
"Die Walküre, WWV 86B / Act 1: ""Winterstürme wichen dem Wonnemond""",Richard Wagner,0.267,0.209,10,-14.758,1,0.0376,0.975,0.166,0.109,0.0906,89.464,231893,4
"Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre dans ce rève""",Charles Gounod,0.346,0.269,0,-12.166,1,0.0912,0.983,0.00349,0.0852,0.203,77.089,232707,4
"Il barbiere di Siviglia (The Barber of Seville), Act 1: ""Largo al factotum""",Gioachino Rossini,0.409,0.321,0,-16.038,1,0.0582,0.963,0.216,0.162,0.347,113.164,279760,4
Carmen Suite No.1: Prélude,Georges Bizet,0.313,0.421,2,-11.134,0,0.0336,0.941,0.907,0.344,0.383,124.95,231317,4
"La Gioconda / Act 2: ""Cielo e mar""",Amilcare Ponchielli,0.156,0.189,3,-17.991,1,0.0444,0.984,0.0119,0.0751,0.0732,79.63,314987,4
"Andrea Chénier / Act 3: ""La mamma morta""",Umberto Giordano,0.304,0.0908,2,-17.909,1,0.0442,0.986,0.000414,0.0872,0.0365,111.377,298098,4
"Madama Butterfly / Act 2: ""Un bel dì vedremo""",Giacomo Puccini,0.159,0.0655,1,-19.073,1,0.0515,0.975,0.000134,0.0925,0.0597,76.42,275507,4
"Tannhäuser, WWV 70 / Act 3: ""Allmächt'ge Jungfrau, hör mein Flehen!""",Richard Wagner,0.163,0.0802,6,-18.708,1,0.052,0.991,0.0005,0.0852,0.0304,177.408,453387,3
"Les pêcheurs de perles, WD 13 / Act 1: ""Au fond du temple saint""",Georges Bizet,0.235,0.244,3,-15.899,1,0.0422,0.987,0.0776,0.0718,0.0832,84.624,325009,3
"Norma - Critical Edition by Maurizio Biondi and Riccardo Minasi / Act 1 Scene 1: ""Casta Diva""",Vincenzo Bellini,0.207,0.0881,5,-20.445,1,0.0514,0.992,0.301,0.0924,0.0379,175.509,390253,4
"Rigoletto / Act 1: ""Gualtier Maldè...Caro nome""",Giuseppe Verdi,0.262,0.0452,4,-26.884,1,0.0708,0.975,0.162,0.113,0.0394,85.966,378440,4
"Così fan tutte, K.588 / Act 1: ""Al fato dan legge"" - ""La commedia è graziosa""",Wolfgang Amadeus Mozart,0.287,0.0748,10,-25.709,1,0.0467,0.984,0.00519,0.0712,0.215,104.936,117333,4
"Le nozze di Figaro, K.492 / Act 2: ""Porgi amor""",Wolfgang Amadeus Mozart,0.233,0.0499,3,-21.406,1,0.0462,0.986,0.0085,0.095,0.0375,102.712,237773,4
Les Contes d'Hoffmann / Act 1: Entr'acte,Jacques Offenbach,0.483,0.235,4,-15.059,1,0.0434,0.933,0.899,0.221,0.676,100.21,78200,3
"Ave Maria, D839",Franz Schubert,0.123,0.138,10,-15.538,1,0.0475,0.994,0.686,0.11,0.0432,73.777,256573,3
"Attila: ""Mentre gonfiarsi l'anima""",Giuseppe Verdi,0.199,0.214,5,-18.052,1,0.0464,0.991,0.542,0.113,0.0907,167.094,187933,4
"Die Zauberflöte / Act 2: ""Pa-Pa-Pa-Pa-Pa-Pa-Papagena!""",Wolfgang Amadeus Mozart,0.549,0.286,7,-17.014,1,0.0514,0.943,0.0735,0.21,0.637,116.617,145533,4
Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini,0.348,0.303,4,-12.79,1,0.043,0.961,0.869,0.12,0.341,93.016,426365,4
"Vivaldi: Orlando furioso, RV 728: ""Ah fuggi rapido""",Antonio Vivaldi,0.584,0.477,0,-12.619,1,0.0617,0.952,0.000731,0.0798,0.676,126.426,141920,4
"Tannhäuser, WWV 70 - Paris version / Act 3: ""Beglückt darf nun dich, o Heimat"" (Pilgrims Chorus)",Richard Wagner,0.1,0.142,3,-17.518,1,0.0386,0.989,0.0118,0.144,0.0685,79.964,296440,5
"Lakmé / Act 1: Viens, Mallika, ... Dôme épais (Flower Duet)",Léo Delibes,0.24,0.142,11,-20.358,1,0.0573,0.973,2.07e-05,0.892,0.0416,80.252,403333,4
"Die Zauberflöte, K.620: Overture",Wolfgang Amadeus Mozart,0.321,0.0926,3,-20.455,1,0.0507,0.968,0.885,0.312,0.262,85.072,365840,4
"Don Giovanni, ossia Il dissoluto punito, K.527 / Act 2: ""Don Giovanni, a cenar teco m'invitasti""",Wolfgang Amadeus Mozart,0.215,0.262,7,-13.525,0,0.0425,0.976,0.445,0.288,0.0922,75.554,391747,4
"La forza dell’amore e dell’odio: ""Vado a morir""",Francesco Araia,0.218,0.17,4,-17.473,0,0.0569,0.98,0.0167,0.344,0.0483,176.082,438133,5
"Serse / Act 1 HWV40: ""Ombra mai fu""",George Frideric Handel,0.122,0.137,4,-21.78,1,0.0427,0.95,0.84,0.116,0.0458,89.821,183267,1
Fidelio op.72 - Edited Helga Lühning & Robert Didio / Act 1: O welche Lust,Ludwig van Beethoven,0.168,0.0144,10,-28.753,1,0.0417,0.939,0.00192,0.0793,0.0401,99.92,416173,4
"Vado, ma dove? oh Dei!, K. 583",Wolfgang Amadeus Mozart,0.258,0.092,10,-20.313,1,0.0454,0.988,0.0,0.1,0.106,77.369,245227,5
Sposa son disprezzata,Antonio Vivaldi,0.179,0.00752,5,-30.396,0,0.049,0.993,0.19,0.0606,0.046,69.023,350827,4
"Lohengrin / Act 3: ""In fernem Land, unnahbar euren Schritten""",Richard Wagner,0.229,0.257,9,-13.335,1,0.0424,0.984,0.137,0.0973,0.0393,81.958,625227,4
I'll Be Seeing You,Billie Holiday,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,211533,3
Hipsippy Blues,Art Blakey & The Jazz Messengers,0.573,0.247,5,-19.282,0,0.0627,0.713,5.64e-05,0.103,0.604,138.234,400447,4
You Go To My Head - 2020 Mix,Frank Sinatra,0.147,0.215,3,-14.594,0,0.0346,0.965,0.000928,0.184,0.102,171.46,266800,3
These Foolish Things (Remastered),Lester Young,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,190933,4
Crystal Silence,Chick Corea,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,415000,4
My One And Only Love,John Coltrane,0.461,0.0546,0,-18.982,1,0.0362,0.988,0.208,0.126,0.23,128.91,296667,4
A Day In The Life,Wes Montgomery,0.476,0.251,9,-13.854,0,0.0278,0.769,0.774,0.0637,0.37,98.833,354973,4
Blue Moon,Billie Holiday,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,207827,4
Mean To Me - Remastered/1998,Dean Martin,0.615,0.145,7,-14.283,1,0.0422,0.748,0.0,0.0292,0.505,102.633,130253,4
'Long As You Know You're Living Yours,Keith Jarrett,0.605,0.376,5,-14.978,1,0.0322,0.253,0.207,0.117,0.948,131.927,370867,4
But Not For Me - Vocal Version,Chet Baker,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,184467,4
Misty,Sarah Vaughan,0.224,0.214,2,-14.455,0,0.0348,0.976,0.00094,0.367,0.14,83.906,179373,3
April In Paris,Billie Holiday,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,185587,4
Skating In Central Park,Bill Evans,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,324200,3
Windows,Chick Corea,0.503,0.344,1,-19.024,1,0.0369,0.673,0.381,0.096,0.468,108.489,191933,4
Stormy Weather,Oscar Peterson Trio,0.652,0.171,7,-16.1,1,0.0569,0.99,0.864,0.158,0.562,118.883,213387,4
The Things We Did Last Summer,Freddie Hubbard,0.308,0.114,5,-20.291,1,0.0399,0.912,0.919,0.169,0.163,79.261,439120,4
This Is Always,Betty Carter,0.417,0.0644,4,-19.687,0,0.0359,0.971,0.000134,0.126,0.138,113.713,191960,4
Softly As In A Morning Sunrise,The Modern Jazz Quartet,0.634,0.327,0,-9.703,0,0.0551,0.709,0.0131,0.158,0.498,80.825,209400,4
Solitude,Billie Holiday,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,207600,3
Say It (Over And Over Again),John Coltrane Quartet,0.488,0.124,3,-13.038,1,0.0404,0.963,0.333,0.246,0.205,66.105,255960,4
Summertime,Charlie Parker,0.356,0.324,7,-8.699,0,0.0289,0.704,0.0025,0.204,0.438,88.861,166133,4
The Girl From Ipanema,Stan Getz,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318,317987,4
Quick Trick,Art Blakey & The Jazz Messengers,0.611,0.291,2,-18.392,1,0.0647,0.765,0.000133,0.0571,0.534,83.443,283740,4
My Foolish Heart,Bill Evans Trio,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,297320,4
Cloe,Joe Pass,0.483,0.186,7,-21.824,0,0.0409,0.939,0.873,0.115,0.498,150.87,321952,4
Cheek To Cheek,Ella Fitzgerald,0.655,0.31,0,-13.4,1,0.0866,0.573,0.0,0.119,0.665,121.999,353267,4
Blue World,John Coltrane,0.477,0.733,8,-8.301,1,0.0682,0.732,0.0756,0.153,0.385,120.42,368253,3
A Nightingale Sang In Berkeley Square,Stan Getz,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,419627,4
St. Thomas,Sonny Rollins,0.541,0.607,0,-8.435,1,0.0438,0.727,0.442,0.0997,0.754,104.96,406267,4
Almost Like Being In Love,Red Garland,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,290293,4
Close Your Eyes,Art Blakey & The Jazz Messengers,0.565,0.222,5,-19.933,0,0.0646,0.799,0.000213,0.0934,0.689,99.198,386700,4
Autumn Leaves,Chet Baker,0.496,0.634,5,-10.328,0,0.0364,0.779,0.402,0.0746,0.606,93.357,423573,4
Senor Mouse,Gary Burton,0.456,0.205,11,-19.74,0,0.0452,0.952,0.889,0.101,0.31,111.5,377707,4
Dream A Little Dream Of Me - Single Version,Ella Fitzgerald,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,185160,4
On The Sunny Side Of The Street,Dizzy Gillespie,0.662,0.331,0,-12.712,1,0.0581,0.532,0.000125,0.253,0.408,120.228,340960,4
Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,Freddie Hubbard,0.418,0.227,4,-15.537,0,0.0379,0.912,0.822,0.0956,0.21,103.586,395560,4
Stormy Weather,Etta James,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,187667,3
Comin' Home Baby,Herbie Mann,0.651,0.143,5,-22.617,1,0.0531,0.752,0.421,0.138,0.601,78.792,519600,4
I'll Remember April - Instrumental,Chet Baker,0.435,0.499,9,-8.576,0,0.0317,0.768,0.107,0.131,0.683,121.924,352293,4
Questar,Keith Jarrett,0.468,0.391,2,-13.196,0,0.0269,0.658,0.0617,0.111,0.342,142.413,550493,4
Tell Me a Bedtime Story,Herbie Hancock,0.398,0.527,4,-16.591,0,0.0297,0.713,0.934,0.119,0.353,118.504,301867,4
Mirrors - Remastered 2004,Freddie Hubbard,0.406,0.208,1,-13.767,0,0.0413,0.962,0.929,0.181,0.291,102.778,368107,4
There's No Business Like Show Business,Sonny Rollins,0.394,0.441,8,-14.237,1,0.0371,0.692,0.0375,0.105,0.629,90.058,378960,4
Teach Me Tonight,Dinah Washington,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,167493,4
So Tender,Keith Jarrett,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,435267,4
All the Things You Are,Oscar Peterson Trio,0.601,0.314,5,-16.922,0,0.0353,0.526,0.878,0.0937,0.316,135.712,370385,4
Soulful Strut,Horst Jankowski and his Studio Orchestra,0.642,0.645,10,-11.351,1,0.0355,0.16,0.0462,0.0889,0.963,95.105,145467,4
Stella By Starlight (feat. John Coltrane & Bill Evans),Miles Davis,0.47,0.144,10,-12.824,1,0.0365,0.912,0.000118,0.0965,0.243,84.787,284560,4
All of Me,Billie Holiday,0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36e-06,0.174,0.403,106.994,181440,5
